"ï..Year","AphiaID","Species.Latin.Name","Species_Latin_Name","Area","Country","AMS_Catch","BMS_Catch"
2021,127150,"Scophthalmus rhombus","Scophthalmus rhombus","27_7_F","IE",0.12208,"NULL"
2021,127150,"Scophthalmus rhombus","Scophthalmus rhombus","27_7_G","IE",34.6835,"NULL"
2021,127150,"Scophthalmus rhombus","Scophthalmus rhombus","27_7_J_2","IE",10.4895,"NULL"
2021,127149,"Scophthalmus maximus","Scophthalmus maximus","27_6_A","IE",5.63584,"NULL"
2021,127149,"Scophthalmus maximus","Scophthalmus maximus","27_6_B_2","IE",0.73357,"NULL"
2021,127149,"Scophthalmus maximus","Scophthalmus maximus","27_7_A","IE",15.5252,"NULL"
2021,127149,"Scophthalmus maximus","Scophthalmus maximus","27_7_B","IE",10.079,"NULL"
2021,127149,"Scophthalmus maximus","Scophthalmus maximus","27_7_C_2","IE",1.90325,"NULL"
2021,127149,"Scophthalmus maximus","Scophthalmus maximus","27_7_D","IE",0.994952,"NULL"
2021,127149,"Scophthalmus maximus","Scophthalmus maximus","27_7_F","IE",0.0436,"NULL"
2021,127149,"Scophthalmus maximus","Scophthalmus maximus","27_7_G","IE",89.1332,"NULL"
2021,127149,"Scophthalmus maximus","Scophthalmus maximus","27_7_H","IE",0.964901,"NULL"
2021,127149,"Scophthalmus maximus","Scophthalmus maximus","27_7_J_2","IE",35.4633,"NULL"
2021,127149,"Scophthalmus maximus","Scophthalmus maximus","27_7_K_2","IE",0.09265,"NULL"
2021,127160,"Solea solea","Solea solea","27_6_A","IE",11.9572,"NULL"
2021,127160,"Solea solea","Solea solea","27_6_B_2","IE",0.00624,"NULL"
2021,127160,"Solea solea","Solea solea","27_7_A","IE",81.4326,"NULL"
2021,127160,"Solea solea","Solea solea","27_7_B","IE",14.384,"NULL"
2021,127160,"Solea solea","Solea solea","27_7_C_2","IE",0.0104,"NULL"
2021,127160,"Solea solea","Solea solea","27_7_D","IE",0.884,"NULL"
2021,127160,"Solea solea","Solea solea","27_7_E","IE",0.2184,"NULL"
2021,127160,"Solea solea","Solea solea","27_7_F","IE",0.26728,"NULL"
2021,127160,"Solea solea","Solea solea","27_7_G","IE",47.3015,"NULL"
2021,127160,"Solea solea","Solea solea","27_7_H","IE",49.7313,"NULL"
2021,127160,"Solea solea","Solea solea","27_7_J_2","IE",25.1996,"NULL"
2021,127160,"Solea solea","Solea solea","27_7_K_2","IE",0.06344,"NULL"
2021,127259,"Chelidonichthys cuculus","Chelidonichthys cuculus","27_6_A","IE",0.622,"NULL"
2021,127259,"Chelidonichthys cuculus","Chelidonichthys cuculus","27_7_A","IE",0.614,"NULL"
2021,127259,"Chelidonichthys cuculus","Chelidonichthys cuculus","27_7_B","IE",1.59,"NULL"
2021,127259,"Chelidonichthys cuculus","Chelidonichthys cuculus","27_7_G","IE",3.58567,"NULL"
2021,127259,"Chelidonichthys cuculus","Chelidonichthys cuculus","27_7_H","IE",0.21,"NULL"
2021,127259,"Chelidonichthys cuculus","Chelidonichthys cuculus","27_7_J_2","IE",1.484,"NULL"
2021,127419,"Capros aper","Capros aper","27_7_G","IE",0.167,"NULL"
2021,127419,"Capros aper","Capros aper","27_7_J_2","IE",0.425,"NULL"
2021,150637,"Eutrigla gurnardus","Eutrigla gurnardus","27_7_J_2","IE",0.151,"NULL"
2021,367297,"Raja brachyura","Raja brachyura","27_5_B_1_B","IE",0.142,"NULL"
2021,367297,"Raja brachyura","Raja brachyura","27_6_A","IE",13.0944,"NULL"
2021,367297,"Raja brachyura","Raja brachyura","27_6_B_2","IE",0.51076,"NULL"
2021,367297,"Raja brachyura","Raja brachyura","27_7_A","IE",311.294,"NULL"
2021,367297,"Raja brachyura","Raja brachyura","27_7_B","IE",17.8639,"NULL"
2021,367297,"Raja brachyura","Raja brachyura","27_7_D","IE",0.24295,"NULL"
2021,367297,"Raja brachyura","Raja brachyura","27_7_G","IE",41.1085,"NULL"
2021,367297,"Raja brachyura","Raja brachyura","27_7_H","IE",2.11643,"NULL"
2021,367297,"Raja brachyura","Raja brachyura","27_7_J_2","IE",18.584,"NULL"
2021,127138,"Hippoglossus hippoglossus","Hippoglossus hippoglossus","27_6_A","IE",0.054,"NULL"
2021,127138,"Hippoglossus hippoglossus","Hippoglossus hippoglossus","27_7_A","IE",0.066,"NULL"
2021,126285,"Conger conger","Conger conger","27_6_A","IE",7.16625,"NULL"
2021,126285,"Conger conger","Conger conger","27_6_B_1","IE",0.115,"NULL"
2021,126285,"Conger conger","Conger conger","27_6_B_2","IE",0.35125,"NULL"
2021,126285,"Conger conger","Conger conger","27_7_A","IE",4.6645,"NULL"
2021,126285,"Conger conger","Conger conger","27_7_B","IE",1.49713,"NULL"
2021,126285,"Conger conger","Conger conger","27_7_C_2","IE",0.458625,"NULL"
2021,126285,"Conger conger","Conger conger","27_7_G","IE",3.40725,"NULL"
2021,126285,"Conger conger","Conger conger","27_7_H","IE",3.97875,"NULL"
2021,126285,"Conger conger","Conger conger","27_7_J_2","IE",26.8487,"NULL"
2021,126285,"Conger conger","Conger conger","27_7_K_2","IE",0.0795,"NULL"
2021,127156,"Pegusa lascaris","Pegusa lascaris","27_6_A","IE",0.05085,"NULL"
2021,127156,"Pegusa lascaris","Pegusa lascaris","27_7_B","IE",0.25651,"NULL"
2021,105815,"Scyliorhinus stellaris","Scyliorhinus stellaris","27_7_A","IE",1.44,"NULL"
2021,105815,"Scyliorhinus stellaris","Scyliorhinus stellaris","27_7_G","IE",7.858,"NULL"
2021,125802,"Lophius","Lophius","27_7_J_2","IE",0.146,"NULL"
2021,107044,"Pandalus","Pandalus","27_7_A","IE",0.03,"NULL"
2021,126175,"Sebastes","Sebastes","27_6_A","IE",1.73265,"NULL"
2021,151324,"Sebastes norvegicus","Sebastes norvegicus","27_6_A","IE",0.0319,"NULL"
2021,125946,"Trachurus","Trachurus","27_4_A","IE",173.509,"NULL"
2021,125946,"Trachurus","Trachurus","27_6_A","IE",8530.27,"NULL"
2021,125946,"Trachurus","Trachurus","27_7_A","IE",0,"0.8"
2021,125946,"Trachurus","Trachurus","27_7_B","IE",4096.44,"NULL"
2021,125946,"Trachurus","Trachurus","27_7_C_2","IE",168.584,"NULL"
2021,125946,"Trachurus","Trachurus","27_7_G","IE",186.149,"NULL"
2021,125946,"Trachurus","Trachurus","27_7_H","IE",377.69,"NULL"
2021,125946,"Trachurus","Trachurus","27_7_J_2","IE",5410.11,"NULL"
2021,125493,"Lophiidae","Lophiidae","27_6_A","IE",517.134,"NULL"
2021,125493,"Lophiidae","Lophiidae","27_6_B_1","IE",57.4568,"NULL"
2021,125493,"Lophiidae","Lophiidae","27_6_B_2","IE",109.509,"NULL"
2021,125493,"Lophiidae","Lophiidae","27_7_A","IE",113.972,"NULL"
2021,125493,"Lophiidae","Lophiidae","27_7_B","IE",510.069,"NULL"
2021,125493,"Lophiidae","Lophiidae","27_7_C_2","IE",257.226,"NULL"
2021,125493,"Lophiidae","Lophiidae","27_7_D","IE",2.12861,"NULL"
2021,125493,"Lophiidae","Lophiidae","27_7_E","IE",0.6039,"NULL"
2021,125493,"Lophiidae","Lophiidae","27_7_F","IE",4.04186,"NULL"
2021,125493,"Lophiidae","Lophiidae","27_7_G","IE",1331.84,"NULL"
2021,125493,"Lophiidae","Lophiidae","27_7_H","IE",141.796,"NULL"
2021,125493,"Lophiidae","Lophiidae","27_7_J_2","IE",690.969,"NULL"
2021,125493,"Lophiidae","Lophiidae","27_7_K_2","IE",397.261,"NULL"
2021,125598,"Triglidae","Triglidae","27_6_A","IE",4.74,"NULL"
2021,125598,"Triglidae","Triglidae","27_7_A","IE",0.95,"NULL"
2021,125598,"Triglidae","Triglidae","27_7_B","IE",18.41,"NULL"
2021,125598,"Triglidae","Triglidae","27_7_F","IE",0.04,"NULL"
2021,125598,"Triglidae","Triglidae","27_7_G","IE",23.22,"NULL"
2021,125598,"Triglidae","Triglidae","27_7_H","IE",0.32,"NULL"
2021,125598,"Triglidae","Triglidae","27_7_J_2","IE",5.59,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_3_A","NL",0.035,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_4_A","NL",0.005,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_4_B","NL",9.214,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_4_C","NL",144.608,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_7_D","NL",15.212,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_7_E","NL",1.302,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_4_C","NL",0.596,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_7_D","NL",0.505,"NULL"
2021,105869,"Dipturus batis","Dipturus batis","27_4_B","NL",0.089,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_4_C","NL",0.015,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_4_B","NL",0.012,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_4_C","NL",0.024,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_3_A","NL",0.632,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_4_A","NL",0.007,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_4_B","NL",115.082,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_4_C","NL",105.767,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_7_D","NL",19.46,"0.009"
2021,105883,"Raja clavata","Raja clavata","27_7_E","NL",1.045,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_3_A","NL",0.055,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_4_B","NL",11.089,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_4_C","NL",57.932,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_7_D","NL",4.651,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_7_E","NL",0.24,"NULL"
2021,105923,"Squalus acanthias","Squalus acanthias","27_4_C","NL",0.012,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_3_A","NL",0.014,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_4_B","NL",1270.14,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_4_C","NL",5.323,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_7_D","NL",0.002,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_7_E","NL",0.001,"NULL"
2021,126281,"Anguilla anguilla","Anguilla anguilla","27_4_B","NL",0.175,"NULL"
2021,126281,"Anguilla anguilla","Anguilla anguilla","27_4_C","NL",5.454,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_2_A_2","NL",10374.5,"224.007"
2021,126417,"Clupea harengus","Clupea harengus","27_4_A","NL",47440.8,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_4_B","NL",699.137,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_4_C","NL",4905.44,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_6_A","NL",5.107,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_7_D","NL",12036.4,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_4_B","NL",258.137,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_4_C","NL",39.645,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_7_D","NL",72.902,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_7_E","NL",30.673,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_7_F","NL",2.929,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_7_J_2","NL",0.049,"NULL"
2021,126425,"Sprattus sprattus","Sprattus sprattus","27_4_B","NL",0.296,"NULL"
2021,126425,"Sprattus sprattus","Sprattus sprattus","27_4_C","NL",133.803,"NULL"
2021,126426,"Engraulis encrasicolus","Engraulis encrasicolus","27_4_B","NL",0.579,"NULL"
2021,126426,"Engraulis encrasicolus","Engraulis encrasicolus","27_4_C","NL",0.058,"NULL"
2021,126426,"Engraulis encrasicolus","Engraulis encrasicolus","27_7_E","NL",0.323,"NULL"
2021,126426,"Engraulis encrasicolus","Engraulis encrasicolus","27_7_F","NL",0.759,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_3_A","NL",11.305,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_4_A","NL",375.237,"0.067"
2021,126436,"Gadus morhua","Gadus morhua","27_4_B","NL",206.484,"0.021"
2021,126436,"Gadus morhua","Gadus morhua","27_4_C","NL",36.15,"0.006"
2021,126436,"Gadus morhua","Gadus morhua","27_7_D","NL",0.829,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_7_E","NL",0.149,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_3_A","NL",10.55,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_4_A","NL",138.681,"38.036"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_4_B","NL",146.879,"19.366"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_4_C","NL",5.745,"0.006"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_6_A","NL",0.43,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_B","NL",7.304,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_C_2","NL",0.048,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_D","NL",0.51,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_E","NL",19.337,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_F","NL",0.676,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_G","NL",0.423,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_H","NL",0.078,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_J_2","NL",10.172,"NULL"
2021,126438,"Merlangius merlangus","Merlangius merlangus","27_3_A","NL",0.213,"NULL"
2021,126438,"Merlangius merlangus","Merlangius merlangus","27_4_A","NL",61.962,"5.682"
2021,126438,"Merlangius merlangus","Merlangius merlangus","27_4_B","NL",102.422,"0.53"
2021,126438,"Merlangius merlangus","Merlangius merlangus","27_4_C","NL",546.289,"1.461"
2021,126438,"Merlangius merlangus","Merlangius merlangus","27_6_A","NL",0.049,"NULL"
2021,126438,"Merlangius merlangus","Merlangius merlangus","27_7_B","NL",0.765,"NULL"
2021,126438,"Merlangius merlangus","Merlangius merlangus","27_7_D","NL",229.041,"0.018"
2021,126438,"Merlangius merlangus","Merlangius merlangus","27_7_E","NL",63.811,"0.003"
2021,126438,"Merlangius merlangus","Merlangius merlangus","27_7_F","NL",0.361,"NULL"
2021,126438,"Merlangius merlangus","Merlangius merlangus","27_7_J_2","NL",0.059,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_2_A_1","NL",0.284,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_2_A_2","NL",7.316,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_4_A","NL",443.208,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_5_B_1_B","NL",4.61,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_5_B_2","NL",129.894,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_6_A","NL",30607.1,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_7_B","NL",5608.42,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_7_C_2","NL",10834.2,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_7_E","NL",0.044,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_7_H","NL",259.363,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_7_J_2","NL",564.933,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_7_K_1","NL",5571.79,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_7_K_2","NL",4207.23,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_8_A","NL",2654.42,"NULL"
2021,126439,"Micromesistius poutassou","Micromesistius poutassou","27_8_D_2","NL",677.812,"NULL"
2021,126440,"Pollachius pollachius","Pollachius pollachius","27_3_A","NL",1.082,"NULL"
2021,126440,"Pollachius pollachius","Pollachius pollachius","27_4_A","NL",6.429,"NULL"
2021,126440,"Pollachius pollachius","Pollachius pollachius","27_4_B","NL",1.442,"NULL"
2021,126440,"Pollachius pollachius","Pollachius pollachius","27_4_C","NL",0.122,"NULL"
2021,126440,"Pollachius pollachius","Pollachius pollachius","27_7_D","NL",1.682,"NULL"
2021,126440,"Pollachius pollachius","Pollachius pollachius","27_7_E","NL",0.153,"NULL"
2021,126441,"Pollachius virens","Pollachius virens","27_2_A_2","NL",7.2,"NULL"
2021,126441,"Pollachius virens","Pollachius virens","27_3_A","NL",0.365,"NULL"
2021,126441,"Pollachius virens","Pollachius virens","27_4_A","NL",125.235,"NULL"
2021,126441,"Pollachius virens","Pollachius virens","27_4_B","NL",14.678,"NULL"
2021,126441,"Pollachius virens","Pollachius virens","27_4_C","NL",0.112,"NULL"
2021,126441,"Pollachius virens","Pollachius virens","27_6_A","NL",3.003,"NULL"
2021,126441,"Pollachius virens","Pollachius virens","27_7_D","NL",0.064,"NULL"
2021,126441,"Pollachius virens","Pollachius virens","27_7_E","NL",0.041,"NULL"
2021,126444,"Trisopterus esmarkii","Trisopterus esmarkii","27_4_A","NL",22.914,"NULL"
2021,126444,"Trisopterus esmarkii","Trisopterus esmarkii","27_6_A","NL",5.218,"NULL"
2021,126447,"Brosme brosme","Brosme brosme","27_4_A","NL",0.191,"NULL"
2021,126447,"Brosme brosme","Brosme brosme","27_4_B","NL",0.271,"NULL"
2021,126461,"Molva molva","Molva molva","27_3_A","NL",0.114,"NULL"
2021,126461,"Molva molva","Molva molva","27_4_A","NL",7.371,"NULL"
2021,126461,"Molva molva","Molva molva","27_4_B","NL",5.199,"NULL"
2021,126461,"Molva molva","Molva molva","27_4_C","NL",0.276,"NULL"
2021,126461,"Molva molva","Molva molva","27_7_D","NL",0.621,"NULL"
2021,126461,"Molva molva","Molva molva","27_7_E","NL",0.773,"NULL"
2021,126484,"Merluccius merluccius","Merluccius merluccius","27_3_A","NL",10.374,"NULL"
2021,126484,"Merluccius merluccius","Merluccius merluccius","27_4_A","NL",66.448,"NULL"
2021,126484,"Merluccius merluccius","Merluccius merluccius","27_4_B","NL",49.838,"NULL"
2021,126484,"Merluccius merluccius","Merluccius merluccius","27_4_C","NL",0.336,"NULL"
2021,126484,"Merluccius merluccius","Merluccius merluccius","27_6_A","NL",106.156,"NULL"
2021,126484,"Merluccius merluccius","Merluccius merluccius","27_7_B","NL",6.637,"NULL"
2021,126484,"Merluccius merluccius","Merluccius merluccius","27_7_C_2","NL",3.435,"NULL"
2021,126484,"Merluccius merluccius","Merluccius merluccius","27_7_D","NL",0.512,"NULL"
2021,126484,"Merluccius merluccius","Merluccius merluccius","27_7_E","NL",16.68,"NULL"
2021,126484,"Merluccius merluccius","Merluccius merluccius","27_7_H","NL",1.418,"NULL"
2021,126484,"Merluccius merluccius","Merluccius merluccius","27_7_J_2","NL",36.32,"NULL"
2021,126484,"Merluccius merluccius","Merluccius merluccius","27_8_A","NL",6.402,"NULL"
2021,126484,"Merluccius merluccius","Merluccius merluccius","27_8_D_2","NL",0.731,"NULL"
2021,126501,"Phycis blennoides","Phycis blennoides","27_4_C","NL",0.118,"NULL"
2021,126501,"Phycis blennoides","Phycis blennoides","27_6_A","NL",0.314,"NULL"
2021,126555,"Lophius piscatorius","Lophius piscatorius","27_3_A","NL",46.21,"NULL"
2021,126555,"Lophius piscatorius","Lophius piscatorius","27_4_A","NL",10.432,"NULL"
2021,126555,"Lophius piscatorius","Lophius piscatorius","27_4_B","NL",353.668,"0.054"
2021,126555,"Lophius piscatorius","Lophius piscatorius","27_4_C","NL",11.475,"NULL"
2021,126555,"Lophius piscatorius","Lophius piscatorius","27_7_D","NL",3.316,"NULL"
2021,126555,"Lophius piscatorius","Lophius piscatorius","27_7_E","NL",1.755,"NULL"
2021,126715,"Argentina silus","Argentina silus","27_2_A_2","NL",0.063,"NULL"
2021,126715,"Argentina silus","Argentina silus","27_4_A","NL",23.498,"NULL"
2021,126715,"Argentina silus","Argentina silus","27_6_A","NL",2398.7,"NULL"
2021,126715,"Argentina silus","Argentina silus","27_7_B","NL",7.577,"NULL"
2021,126715,"Argentina silus","Argentina silus","27_7_C_2","NL",13.925,"NULL"
2021,126822,"Trachurus trachurus","Trachurus trachurus","27_4_A","NL",26.347,"NULL"
2021,126822,"Trachurus trachurus","Trachurus trachurus","27_4_B","NL",8.2,"NULL"
2021,126822,"Trachurus trachurus","Trachurus trachurus","27_4_C","NL",283.07,"NULL"
2021,126822,"Trachurus trachurus","Trachurus trachurus","27_6_A","NL",1265.46,"NULL"
2021,126822,"Trachurus trachurus","Trachurus trachurus","27_7_B","NL",2518.31,"NULL"
2021,126822,"Trachurus trachurus","Trachurus trachurus","27_7_C_2","NL",268.23,"NULL"
2021,126822,"Trachurus trachurus","Trachurus trachurus","27_7_D","NL",2956.68,"NULL"
2021,126822,"Trachurus trachurus","Trachurus trachurus","27_7_E","NL",1478.03,"NULL"
2021,126822,"Trachurus trachurus","Trachurus trachurus","27_7_F","NL",1101.4,"NULL"
2021,126822,"Trachurus trachurus","Trachurus trachurus","27_7_G","NL",604.808,"NULL"
2021,126822,"Trachurus trachurus","Trachurus trachurus","27_7_H","NL",4660.23,"NULL"
2021,126822,"Trachurus trachurus","Trachurus trachurus","27_7_J_2","NL",6588.15,"NULL"
2021,126822,"Trachurus trachurus","Trachurus trachurus","27_7_K_1","NL",0.013,"NULL"
2021,126822,"Trachurus trachurus","Trachurus trachurus","27_8_A","NL",1940.34,"NULL"
2021,126975,"Dicentrarchus labrax","Dicentrarchus labrax","27_4_B","NL",6.764,"0.018"
2021,126975,"Dicentrarchus labrax","Dicentrarchus labrax","27_4_C","NL",186.897,"0.002"
2021,126975,"Dicentrarchus labrax","Dicentrarchus labrax","27_7_D","NL",35.762,"NULL"
2021,126975,"Dicentrarchus labrax","Dicentrarchus labrax","27_7_E","NL",1.413,"NULL"
2021,126986,"Mullus surmuletus","Mullus surmuletus","27_4_B","NL",62.518,"NULL"
2021,126986,"Mullus surmuletus","Mullus surmuletus","27_4_C","NL",453.805,"NULL"
2021,126986,"Mullus surmuletus","Mullus surmuletus","27_7_D","NL",671.905,"NULL"
2021,126986,"Mullus surmuletus","Mullus surmuletus","27_7_E","NL",51.935,"NULL"
2021,127023,"Scomber scombrus","Scomber scombrus","27_3_A","NL",0.002,"NULL"
2021,127023,"Scomber scombrus","Scomber scombrus","27_4_A","NL",13644.5,"959.753"
2021,127023,"Scomber scombrus","Scomber scombrus","27_4_B","NL",490.908,"5.354"
2021,127023,"Scomber scombrus","Scomber scombrus","27_4_C","NL",514.054,"0.209"
2021,127023,"Scomber scombrus","Scomber scombrus","27_6_A","NL",6170.07,"0.039"
2021,127023,"Scomber scombrus","Scomber scombrus","27_7_B","NL",386.834,"NULL"
2021,127023,"Scomber scombrus","Scomber scombrus","27_7_C_2","NL",21.781,"NULL"
2021,127023,"Scomber scombrus","Scomber scombrus","27_7_D","NL",726.571,"0.146"
2021,127023,"Scomber scombrus","Scomber scombrus","27_7_E","NL",33.197,"0.027"
2021,127023,"Scomber scombrus","Scomber scombrus","27_7_F","NL",1.082,"NULL"
2021,127023,"Scomber scombrus","Scomber scombrus","27_7_H","NL",2.044,"0.021"
2021,127023,"Scomber scombrus","Scomber scombrus","27_7_J_2","NL",549.406,"NULL"
2021,127023,"Scomber scombrus","Scomber scombrus","27_8_A","NL",816.197,"NULL"
2021,127059,"Pagellus bogaraveo","Pagellus bogaraveo","27_4_C","NL",0.002,"NULL"
2021,127059,"Pagellus bogaraveo","Pagellus bogaraveo","27_7_D","NL",0.017,"NULL"
2021,127059,"Pagellus bogaraveo","Pagellus bogaraveo","27_7_E","NL",0.006,"NULL"
2021,127136,"Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","27_3_A","NL",0.17,"NULL"
2021,127136,"Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","27_4_A","NL",15.594,"NULL"
2021,127136,"Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","27_4_B","NL",37.927,"NULL"
2021,127136,"Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","27_4_C","NL",0.001,"NULL"
2021,127136,"Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","27_7_D","NL",0.011,"NULL"
2021,127136,"Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","27_7_E","NL",0.137,"NULL"
2021,127139,"Limanda limanda","Limanda limanda","27_3_A","NL",243.61,"0.086"
2021,127139,"Limanda limanda","Limanda limanda","27_4_A","NL",23.075,"0.019"
2021,127139,"Limanda limanda","Limanda limanda","27_4_B","NL",1145.41,"0.115"
2021,127139,"Limanda limanda","Limanda limanda","27_4_C","NL",540.809,"0.131"
2021,127139,"Limanda limanda","Limanda limanda","27_7_D","NL",53.081,"NULL"
2021,127139,"Limanda limanda","Limanda limanda","27_7_E","NL",0.455,"NULL"
2021,127140,"Microstomus kitt","Microstomus kitt","27_3_A","NL",24.714,"NULL"
2021,127140,"Microstomus kitt","Microstomus kitt","27_4_A","NL",47.275,"NULL"
2021,127140,"Microstomus kitt","Microstomus kitt","27_4_B","NL",330.405,"0.071"
2021,127140,"Microstomus kitt","Microstomus kitt","27_4_C","NL",44.717,"NULL"
2021,127140,"Microstomus kitt","Microstomus kitt","27_7_D","NL",7.441,"NULL"
2021,127140,"Microstomus kitt","Microstomus kitt","27_7_E","NL",3.419,"NULL"
2021,127141,"Platichthys flesus","Platichthys flesus","27_3_A","NL",0.13,"NULL"
2021,127141,"Platichthys flesus","Platichthys flesus","27_4_B","NL",34.006,"NULL"
2021,127141,"Platichthys flesus","Platichthys flesus","27_4_C","NL",911.655,"0.185"
2021,127141,"Platichthys flesus","Platichthys flesus","27_7_D","NL",7.423,"NULL"
2021,127141,"Platichthys flesus","Platichthys flesus","27_7_E","NL",0.054,"NULL"
2021,127143,"Pleuronectes platessa","Pleuronectes platessa","27_3_A","NL",2233.9,"11.992"
2021,127143,"Pleuronectes platessa","Pleuronectes platessa","27_4_A","NL",819.004,"0.478"
2021,127143,"Pleuronectes platessa","Pleuronectes platessa","27_4_B","NL",10487.6,"73.638"
2021,127143,"Pleuronectes platessa","Pleuronectes platessa","27_4_C","NL",3450.77,"53.68"
2021,127143,"Pleuronectes platessa","Pleuronectes platessa","27_7_D","NL",49.508,"0.077"
2021,127143,"Pleuronectes platessa","Pleuronectes platessa","27_7_E","NL",0.813,"NULL"
2021,127144,"Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","27_4_B","NL",0.008,"NULL"
2021,127146,"Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis","27_3_A","NL",0.025,"NULL"
2021,127146,"Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis","27_4_A","NL",1.443,"NULL"
2021,127146,"Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis","27_4_B","NL",2.433,"NULL"
